playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,CC,CC/90,adjPEA/90,adjCC/90,totalPEA_x,totalCC_x,usageRate,chanceInvolvement,totalPEA_y,totalCC_y,totalPEA,totalCC,RCE
Ethan Pinnock,855864,Brentford,50,DC,Centerback,321,47.61,1,23,1,0,0,0,0.06,0,0.01,2800000.0,25,7.01,0,0.0,7.36,0.0,3707,331,0.007,0.0,3707,331,3707,331,0.0
El Hadji Malick Diouf,1471764,West Ham United,37,ML,Fullback,2711,42.53,18,266,19,24,30,5,2.49,0,0.57,29000000.0,327,10.86,35,1.16,12.77,1.36,3447,311,0.095,0.113,3447,311,3447,311,1.189
Jacob Murphy,372336,Newcastle United,39,RW,Winger,1627,52.61,42,133,19,20,23,2,2.74,3,3.15,11000000.0,214,11.84,25,1.38,11.25,1.31,3629,388,0.059,0.064,3629,388,3629,388,1.085
Lesley Ugochukwu,1048916,Burnley,6,MC,Midfielder,2359,42.29,23,131,31,16,10,1,0.42,3,2.5,21000000.0,201,7.67,11,0.42,9.07,0.5,3487,301,0.058,0.037,3487,301,3487,301,0.638
Angel Gomes,867441,Wolverhampton,3,MC,Midfielder,488,42.82,6,27,4,2,6,0,0.28,0,0.26,10800000.0,39,7.19,6,1.11,8.4,1.3,3167,274,0.012,0.022,3167,274,3167,274,1.833
Jeremie Frimpong,970361,Liverpool FC,44,MR,Fullback,1068,59.21,10,68,17,15,15,1,1.58,0,0.51,36000000.0,110,9.27,16,1.35,7.83,1.14,3807,507,0.029,0.032,3807,507,3807,507,1.103
Mathys Tel,1048888,Tottenham Hotspur,33,ST,Striker,1358,50.37,35,81,38,40,30,1,2.43,4,2.44,23000000.0,194,12.86,31,2.05,12.77,2.03,3597,350,0.054,0.089,3597,350,3597,350,1.648
Andy Robertson,262911,Liverpool FC,44,DL,Fullback,1188,59.21,10,119,1,3,20,0,1.39,1,1.1,7500000.0,133,10.08,20,1.52,8.51,1.28,3807,507,0.035,0.039,3807,507,3807,507,1.114
Alexis Mac Allister,895324,Liverpool FC,44,MC,Midfielder,2675,59.21,52,193,29,16,36,4,1.68,2,3.89,77000000.0,290,9.76,40,1.35,8.24,1.14,3807,507,0.076,0.079,3807,507,3807,507,1.039
Ryan Yates,846252,Nottingham Forest,14,MC,Midfielder,629,46.76,9,57,6,1,5,2,0.39,0,0.5,7200000.0,73,10.45,7,1.0,11.17,1.07,3445,378,0.021,0.019,3445,378,3445,378,0.905
Ilia Gruev,911679,Leeds United,34,MC,Midfielder,1334,45.74,7,61,5,1,11,3,0.88,0,0.47,11000000.0,74,4.99,14,0.94,5.45,1.03,3578,352,0.021,0.04,3578,352,3578,352,1.905
Ladislav Krejčí,856250,Wolverhampton,3,DC,Centerback,2361,42.82,21,230,8,2,9,1,1.49,2,2.22,21000000.0,261,9.95,10,0.38,11.62,0.44,3167,274,0.082,0.036,3167,274,3167,274,0.439
Charalampos Kostoulas,1416535,Brighton & Hove Albion,30,ST,Striker,386,54.08,21,32,10,16,10,1,0.56,2,2.14,27000000.0,79,18.42,11,2.56,17.03,2.37,3682,403,0.021,0.027,3682,403,3682,403,1.286
Luke Shaw,190839,Manchester United,35,DL,Fullback,3231,51.79,10,226,6,10,16,1,1.98,1,0.71,7500000.0,252,7.02,17,0.47,6.78,0.45,3756,501,0.067,0.034,3756,501,3756,501,0.507
Kieran Trippier,69256,Newcastle United,39,DR,Fullback,1592,52.61,2,200,6,6,28,1,2.01,0,0.08,1400000.0,214,12.1,29,1.64,11.5,1.56,3629,388,0.059,0.075,3629,388,3629,388,1.271
Wataru Endo,143040,Liverpool FC,44,MC,Midfielder,206,59.21,1,14,1,0,1,1,0.05,0,0.04,3700000.0,16,6.99,2,0.87,5.9,0.73,3807,507,0.004,0.004,3807,507,3807,507,1.0
Antoni Milambo,1126692,Brentford,50,MC,Midfielder,45,47.61,0,3,0,0,0,0,0.01,0,0.0,15500000.0,3,6.0,0,0.0,6.3,0.0,3707,331,0.001,0.0,3707,331,3707,331,0.0
Jocelin Ta Bi,2138729,Sunderland,41,RW,Winger,39,44.84,0,0,1,1,0,0,0.04,0,0.0,2600000.0,2,4.62,0,0.0,5.15,0.0,3339,292,0.001,0.0,3339,292,3339,292,0.0
Jun'ai Byfield,1913038,Tottenham Hotspur,33,DC,Centerback,10,50.37,0,1,0,0,0,0,0.0,0,0.0,3200000.0,1,9.0,0,0.0,8.93,0.0,3597,350,0.0,0.0,3597,350,3597,350,0.0
Alex Murphy,1125214,Newcastle United,39,DL,Fullback,16,52.61,0,0,0,0,0,0,0.0,0,0.0,1600000.0,0,0.0,0,0.0,0.0,0.0,3629,388,0.0,0.0,3629,388,3629,388,0.0
Diego Coppola,1050692,Brighton & Hove Albion,30,DC,Centerback,201,54.08,0,13,0,0,0,0,0.02,0,0.0,19700000.0,13,5.82,0,0.0,5.38,0.0,3682,403,0.004,0.0,3682,403,3682,403,0.0
James Maddison,356398,Tottenham Hotspur,33,AM,Midfielder,50,50.37,2,2,1,0,0,0,0.06,0,0.21,19400000.0,5,9.0,0,0.0,8.93,0.0,3597,350,0.001,0.0,3597,350,3597,350,0.0
Jesse Derry,1550775,Chelsea,38,LW,Winger,44,57.74,2,1,1,0,0,0,0.02,0,0.1,1900000.0,4,8.18,0,0.0,7.08,0.0,3277,417,0.001,0.0,3277,417,3277,417,0.0
Joe Rodon,828640,Leeds United,34,DC,Centerback,2953,45.74,18,183,6,1,9,0,0.57,2,1.41,18800000.0,208,6.34,9,0.27,6.93,0.3,3578,352,0.058,0.026,3578,352,3578,352,0.448
Jake O'Brien,998253,Everton,48,DR,Fullback,3131,43.63,13,281,21,14,17,1,0.99,1,1.74,16500000.0,329,9.46,18,0.52,10.84,0.6,3490,349,0.094,0.052,3490,349,3490,349,0.553
Florentino Luís,855845,Burnley,6,MC,Midfielder,2118,42.29,13,151,17,14,13,2,0.55,0,0.66,15500000.0,195,8.29,15,0.64,9.8,0.76,3487,301,0.056,0.05,3487,301,3487,301,0.893
Vitaliy Mykolenko,876643,Everton,48,DL,Fullback,2960,43.63,9,240,11,20,23,1,2.46,0,0.29,26000000.0,280,8.51,24,0.73,9.75,0.84,3490,349,0.08,0.069,3490,349,3490,349,0.862
Manuel Ugarte,846425,Manchester United,35,MC,Midfielder,900,51.79,13,75,11,3,3,0,0.2,0,0.71,24000000.0,102,10.2,3,0.3,9.85,0.29,3756,501,0.027,0.006,3756,501,3756,501,0.222
James Milner,791,Brighton & Hove Albion,30,MC,Midfielder,802,54.08,8,64,3,1,8,1,0.63,1,1.02,0.0,76,8.53,9,1.01,7.89,0.93,3682,403,0.021,0.022,3682,403,3682,403,1.048
Lukas Nmecha,803185,Leeds United,34,ST,Striker,1092,45.74,30,74,18,6,11,1,1.56,6,7.23,9100000.0,128,10.55,12,0.99,11.53,1.08,3578,352,0.036,0.034,3578,352,3578,352,0.944
Jacob Ramsey,975937,Newcastle United,39,LW,Winger,1465,52.61,16,72,13,15,22,3,1.43,2,1.19,36000000.0,116,7.13,25,1.54,6.78,1.46,3629,388,0.032,0.064,3629,388,3629,388,2.0
Conor Gallagher,904970,Tottenham Hotspur,33,MC,Midfielder,1196,50.37,11,80,13,8,13,1,0.72,1,1.07,31000000.0,112,8.43,14,1.05,8.37,1.04,3597,350,0.031,0.04,3597,350,3597,350,1.29
Dominic Calvert-Lewin,372344,Leeds United,34,ST,Striker,2726,45.74,74,191,29,22,20,1,1.09,14,15.81,24000000.0,316,10.43,21,0.69,11.4,0.75,3578,352,0.088,0.06,3578,352,3578,352,0.682
Luca Netz,979144,Nottingham Forest,14,DL,Fullback,355,46.76,0,17,0,2,2,0,0.42,0,0.0,7700000.0,19,4.82,2,0.51,5.15,0.55,3445,378,0.006,0.005,3445,378,3445,378,0.833
Danny Welbeck,33902,Brighton & Hove Albion,30,ST,Striker,2268,54.08,56,100,20,16,20,1,1.4,13,12.44,3100000.0,192,7.62,21,0.83,7.05,0.77,3682,403,0.052,0.052,3682,403,3682,403,1.0
Oliver Sonne,1008456,Burnley,6,DR,Fullback,165,42.29,3,20,1,2,1,0,0.09,1,0.55,4099999.0,26,14.18,1,0.55,16.77,0.65,3487,301,0.007,0.003,3487,301,3487,301,0.429
Raúl Jiménez,192442,Fulham,43,ST,Striker,2206,51.71,74,189,28,17,25,3,0.93,9,11.5,3200000.0,308,12.57,28,1.14,12.15,1.1,3626,385,0.085,0.073,3626,385,3626,385,0.859
Marcus Edwards,795066,Burnley,6,RW,Winger,1073,42.29,23,59,28,24,20,3,1.85,1,1.49,6600000.0,134,11.24,23,1.93,13.29,2.28,3487,301,0.038,0.076,3487,301,3487,301,2.0
Habib Diarra,1128532,Sunderland,41,MC,Midfielder,1407,44.84,26,79,14,16,7,2,0.83,2,3.41,37000000.0,135,8.64,9,0.58,9.63,0.65,3339,292,0.04,0.031,3339,292,3339,292,0.775
Hugo Bueno,1013928,Wolverhampton,3,DL,Fullback,2375,42.82,16,165,32,46,38,2,3.51,1,0.86,13000000.0,259,9.81,40,1.52,11.45,1.77,3167,274,0.082,0.146,3167,274,3167,274,1.78
Jadon Sancho,851100,Aston Villa,40,LW,Winger,891,53.55,10,62,9,13,21,2,1.94,0,0.58,17500000.0,94,9.49,23,2.32,8.86,2.17,3295,405,0.029,0.057,3295,405,3295,405,1.966
Nick Woltemade,980623,Newcastle United,39,ST,Striker,1939,52.61,32,91,42,22,22,3,1.53,8,6.59,59000000.0,187,8.68,25,1.16,8.25,1.1,3629,388,0.052,0.064,3629,388,3629,388,1.231
Hjalmar Ekdal,875360,Burnley,6,DC,Centerback,1539,42.29,6,102,4,2,4,0,0.27,0,0.26,4700000.0,114,6.67,4,0.23,7.89,0.27,3487,301,0.033,0.013,3487,301,3487,301,0.394
Victor Lindelöf,143334,Aston Villa,40,DC,Centerback,985,53.55,3,37,2,0,2,1,0.12,0,0.28,4800000.0,42,3.84,3,0.27,3.59,0.25,3295,405,0.013,0.007,3295,405,3295,405,0.538
Kyle Walker-Peters,823085,West Ham United,37,DR,Fullback,1396,42.53,5,86,17,8,7,0,0.38,1,1.13,11200000.0,116,7.48,7,0.45,8.79,0.53,3447,311,0.034,0.023,3447,311,3447,311,0.676
Emile Smith Rowe,867445,Fulham,43,AM,Midfielder,1943,51.71,36,82,31,15,18,0,1.11,3,4.77,18300000.0,164,7.6,18,0.83,7.35,0.8,3626,385,0.045,0.047,3626,385,3626,385,1.044
Reinildo Mandava,831424,Sunderland,41,DL,Fullback,1969,44.84,4,115,13,12,6,1,0.7,0,0.18,4099999.0,144,6.58,7,0.32,7.34,0.36,3339,292,0.043,0.024,3339,292,3339,292,0.558
Keane Lewis-Potter,972421,Brentford,50,DL,Fullback,1990,47.61,31,127,15,28,19,3,2.5,3,3.04,24000000.0,201,9.09,22,0.99,9.55,1.04,3707,331,0.054,0.066,3707,331,3707,331,1.222
Benoît Badiashile,904827,Chelsea,38,DC,Centerback,471,57.74,0,31,0,0,0,0,0.07,0,0.0,14500000.0,31,5.92,0,0.0,5.13,0.0,3277,417,0.009,0.0,3277,417,3277,417,0.0
Jack Hinshelwood,1142315,Brighton & Hove Albion,30,MC,Midfielder,1750,54.08,37,110,9,6,15,3,2.34,4,4.92,27000000.0,162,8.33,18,0.93,7.7,0.86,3682,403,0.044,0.045,3682,403,3682,403,1.023
Myles Lewis-Skelly,1423711,Arsenal,42,DL,Fullback,722,56.13,2,32,7,2,4,0,0.2,0,0.11,48000000.0,43,5.36,4,0.5,4.77,0.45,3614,458,0.012,0.009,3614,458,3614,458,0.75
Fabio Carvalho,991604,Brentford,50,AM,Midfielder,128,47.61,2,5,1,2,0,0,0.03,1,0.7,7800000.0,10,7.03,0,0.0,7.38,0.0,3707,331,0.003,0.0,3707,331,3707,331,0.0
Rico Lewis,1136731,Manchester City,17,DR,Fullback,423,60.5,3,44,8,2,7,1,1.39,0,0.19,26000000.0,57,12.13,8,1.7,10.02,1.4,4135,545,0.014,0.015,4135,545,4135,545,1.071
Leny Yoro,1153315,Manchester United,35,DC,Centerback,1748,51.79,9,114,5,1,4,0,0.63,0,1.39,46000000.0,129,6.64,4,0.21,6.41,0.2,3756,501,0.034,0.008,3756,501,3756,501,0.235
Callum Wilson,113956,West Ham United,37,ST,Striker,1262,42.53,38,55,21,14,8,1,0.55,7,7.66,4300000.0,128,9.13,9,0.64,10.73,0.75,3447,311,0.037,0.029,3447,311,3447,311,0.784
Marc Cucurella,794939,Chelsea,38,DL,Fullback,2710,57.74,20,177,7,2,39,4,3.21,1,2.35,62000000.0,206,6.84,43,1.43,5.92,1.24,3277,417,0.063,0.103,3277,417,3277,417,1.635
David Brooks,855731,Bournemouth,60,RW,Winger,1220,50.18,48,102,10,24,26,3,3.3,1,5.83,11000000.0,184,13.57,29,2.14,13.52,2.13,3742,374,0.049,0.078,3742,374,3742,374,1.592
Saša Lukić,371222,Fulham,43,MC,Midfielder,1734,51.71,18,105,9,5,28,2,1.91,1,2.26,9400000.0,137,7.11,30,1.56,6.87,1.51,3626,385,0.038,0.078,3626,385,3626,385,2.053
Lorenzo Lucca,962364,Nottingham Forest,14,ST,Striker,135,46.76,4,7,3,0,1,0,0.01,1,0.79,22000000.0,14,9.33,1,0.67,9.98,0.72,3445,378,0.004,0.003,3445,378,3445,378,0.75
Donyell Malen,803039,Aston Villa,40,ST,Striker,680,53.55,27,21,13,12,7,1,0.34,4,4.07,48000000.0,73,9.66,8,1.06,9.02,0.99,3295,405,0.022,0.02,3295,405,3295,405,0.909
Tyrone Mings,303638,Aston Villa,40,DC,Centerback,1323,53.55,9,94,3,4,5,0,0.42,0,1.37,3200000.0,110,7.48,5,0.34,6.98,0.32,3295,405,0.033,0.012,3295,405,3295,405,0.364
Georginio Rutter,946695,Brighton & Hove Albion,30,AM,Midfielder,1804,54.08,42,133,59,37,25,3,2.93,3,3.02,31000000.0,271,13.52,28,1.4,12.5,1.29,3682,403,0.074,0.069,3682,403,3682,403,0.932
Jamie Gittens,1140599,Chelsea,38,LW,Winger,495,57.74,10,31,4,8,9,2,0.93,0,0.82,29000000.0,53,9.64,11,2.0,8.35,1.73,3277,417,0.016,0.026,3277,417,3277,417,1.625
Marshall Munetsi,894733,Wolverhampton,3,MC,Midfielder,877,42.82,14,62,11,4,3,1,0.38,1,1.61,15500000.0,91,9.34,4,0.41,10.91,0.48,3167,274,0.029,0.015,3167,274,3167,274,0.517
Dennis Cirkin,1014987,Sunderland,41,DL,Fullback,329,44.84,1,22,5,1,0,0,0.03,0,0.08,5600000.0,29,7.93,0,0.0,8.84,0.0,3339,292,0.009,0.0,3339,292,3339,292,0.0
Wilson Isidor,877980,Sunderland,41,ST,Striker,1173,44.84,43,54,14,18,0,0,0.39,6,4.75,18500000.0,129,9.9,0,0.0,11.04,0.0,3339,292,0.039,0.0,3339,292,3339,292,0.0
Dan Ndoye,944327,Nottingham Forest,14,LW,Winger,1176,46.76,15,61,19,20,14,1,1.54,1,1.06,31000000.0,115,8.8,15,1.15,9.41,1.23,3445,378,0.033,0.04,3445,378,3445,378,1.212
Frank Onyeka,885864,Brentford,50,MC,Midfielder,88,47.61,0,8,0,2,1,1,0.37,0,0.0,7700000.0,10,10.23,2,2.05,10.74,2.15,3707,331,0.003,0.006,3707,331,3707,331,2.0
Carlos Baleba,1199043,Brighton & Hove Albion,30,MC,Midfielder,1677,54.08,20,104,19,13,9,0,0.76,0,0.75,53000000.0,156,8.37,9,0.48,7.74,0.44,3682,403,0.042,0.022,3682,403,3682,403,0.524
Yerson Mosquera,1014835,Wolverhampton,3,DC,Centerback,2142,42.82,30,155,5,14,11,0,0.69,0,2.52,13000000.0,204,8.57,11,0.46,10.01,0.54,3167,274,0.064,0.04,3167,274,3167,274,0.625
Ki-Jana Hoever,954044,Wolverhampton,3,DR,Fullback,428,42.82,1,48,3,3,5,0,0.36,0,0.02,3300000.0,55,11.57,5,1.05,13.51,1.23,3167,274,0.017,0.018,3167,274,3167,274,1.059
Harrison Armstrong,1627560,Everton,48,MC,Midfielder,537,43.63,5,40,8,6,4,0,0.21,0,0.79,12400000.0,59,9.89,4,0.67,11.33,0.77,3490,349,0.017,0.011,3490,349,3490,349,0.647
Malo Gusto,996958,Chelsea,38,DR,Fullback,2267,57.74,12,167,16,12,28,3,2.99,2,1.56,36000000.0,207,8.22,31,1.23,7.12,1.07,3277,417,0.063,0.074,3277,417,3277,417,1.175
Maxime Estève,1117223,Burnley,6,DC,Centerback,2937,42.29,10,177,3,2,7,0,0.66,0,0.72,26000000.0,192,5.88,7,0.21,6.95,0.25,3487,301,0.055,0.023,3487,301,3487,301,0.418
Gabriel Gudmundsson,834308,Leeds United,34,DL,Fullback,2642,45.74,18,227,26,35,21,0,2.75,0,1.1,21000000.0,306,10.42,21,0.72,11.39,0.79,3578,352,0.086,0.06,3578,352,3578,352,0.698
Brajan Gruda,1198075,Brighton & Hove Albion,30,RW,Winger,740,54.08,16,54,17,33,16,1,0.88,1,1.72,29000000.0,120,14.59,17,2.07,13.49,1.91,3682,403,0.033,0.042,3682,403,3682,403,1.273
Chris Rigg,1394089,Sunderland,41,MC,Midfielder,773,44.84,12,60,5,6,9,1,1.15,1,0.84,24000000.0,83,9.66,10,1.16,10.77,1.29,3339,292,0.025,0.034,3339,292,3339,292,1.36
Conor Bradley,1008402,Liverpool FC,44,DR,Fullback,932,59.21,6,79,11,15,4,1,0.94,0,0.24,27000000.0,111,10.72,5,0.48,9.05,0.41,3807,507,0.029,0.01,3807,507,3807,507,0.345
Jair,1170722,Nottingham Forest,14,DC,Centerback,525,46.76,3,44,1,2,1,0,0.07,0,0.29,15500000.0,50,8.57,1,0.17,9.16,0.18,3445,378,0.015,0.003,3445,378,3445,378,0.2
Shea Lacey,1465865,Manchester United,35,RW,Winger,51,51.79,4,2,1,1,0,0,0.01,0,0.1,5200000.0,8,14.12,0,0.0,13.63,0.0,3756,501,0.002,0.0,3756,501,3756,501,0.0
Arthur Masuaku,174975,Sunderland,41,DL,Fullback,127,44.84,1,9,1,2,1,0,0.08,0,0.07,1900000.0,13,9.21,1,0.71,10.27,0.79,3339,292,0.004,0.003,3339,292,3339,292,0.75
Rodrigo Gomes,1006073,Wolverhampton,3,MR,Fullback,978,42.82,20,73,7,18,4,0,0.42,3,2.15,14600000.0,118,10.86,4,0.37,12.68,0.43,3167,274,0.037,0.015,3167,274,3167,274,0.405
Bafodé Diakité,962408,Bournemouth,60,DC,Centerback,1286,50.18,1,90,1,0,3,0,0.18,0,0.02,23000000.0,92,6.44,3,0.21,6.42,0.21,3742,374,0.025,0.008,3742,374,3742,374,0.32
Brian Brobbey,910048,Sunderland,41,ST,Striker,1944,44.84,36,77,29,14,15,1,0.68,7,5.94,42000000.0,156,7.22,16,0.74,8.05,0.83,3339,292,0.047,0.055,3339,292,3339,292,1.17
Chemsdine Talbi,1142675,Sunderland,41,RW,Winger,1561,44.84,25,75,11,20,12,1,1.19,4,2.13,23000000.0,131,7.55,13,0.75,8.42,0.84,3339,292,0.039,0.045,3339,292,3339,292,1.154
Wilfried Gnonto,998951,Leeds United,34,RW,Winger,535,45.74,10,51,9,9,9,1,0.72,0,0.41,17300000.0,79,13.29,10,1.68,14.53,1.84,3578,352,0.022,0.028,3578,352,3578,352,1.273
Gabriel Martinelli,922573,Arsenal,42,LW,Winger,1079,56.13,29,72,26,16,13,4,1.26,1,3.99,42000000.0,143,11.93,17,1.42,10.63,1.26,3614,458,0.04,0.037,3614,458,3614,458,0.925
Dwight McNeil,935543,Everton,48,ML,Fullback,1188,43.63,24,60,19,6,15,1,1.92,0,1.39,18800000.0,109,8.26,16,1.21,9.47,1.39,3490,349,0.031,0.046,3490,349,3490,349,1.484
Eddie Nketiah,858194,Crystal Palace,7,ST,Striker,416,45.92,15,17,11,11,7,0,0.48,2,1.77,10300000.0,54,11.68,7,1.51,12.72,1.64,3757,330,0.014,0.021,3757,330,3757,330,1.5
Mohamadou Kanté,1523623,West Ham United,37,MC,Midfielder,111,42.53,2,9,4,0,1,0,0.05,0,0.09,905000.0,15,12.16,1,0.81,14.3,0.95,3447,311,0.004,0.003,3447,311,3447,311,0.75
Stefanos Tzimas,1155321,Brighton & Hove Albion,30,ST,Striker,164,54.08,4,7,9,1,6,1,0.12,1,0.46,18500000.0,21,11.52,7,3.84,10.65,3.55,3682,403,0.006,0.017,3682,403,3682,403,2.833
Kristoffer Ajer,576384,Brentford,50,DC,Centerback,1820,47.61,10,141,6,8,4,1,0.72,0,0.78,24000000.0,165,8.16,5,0.25,8.57,0.26,3707,331,0.045,0.015,3707,331,3707,331,0.333
Jayden Bogle,929132,Leeds United,34,DR,Fullback,2809,45.74,18,210,34,38,21,2,3.16,1,2.11,16000000.0,300,9.61,23,0.74,10.51,0.81,3578,352,0.084,0.065,3578,352,3578,352,0.774
Guido Rodríguez,609752,West Ham United,37,MC,Midfielder,177,42.53,1,8,0,0,0,0,0.04,0,0.03,4200000.0,9,4.58,0,0.0,5.38,0.0,3447,311,0.003,0.0,3447,311,3447,311,0.0
Beto,987489,Everton,48,ST,Striker,1613,43.63,43,79,30,27,12,1,0.22,9,8.91,19300000.0,179,9.99,13,0.73,11.45,0.84,3490,349,0.051,0.037,3490,349,3490,349,0.725
Taiwo Awoniyi,359664,Nottingham Forest,14,ST,Striker,502,46.76,15,15,5,2,6,1,0.77,4,3.58,7600000.0,37,6.63,7,1.25,7.09,1.34,3445,378,0.011,0.019,3445,378,3445,378,1.727
Luke O'Nien,365812,Sunderland,41,DC,Centerback,591,44.84,4,40,1,0,2,1,0.14,0,0.15,660000.0,45,6.85,3,0.46,7.64,0.51,3339,292,0.013,0.01,3339,292,3339,292,0.769
Brennan Johnson,1085180,Crystal Palace,7,RW,Winger,1752,45.92,23,130,12,20,19,1,1.31,2,2.43,32000000.0,185,9.5,20,1.03,10.34,1.12,3757,330,0.049,0.061,3757,330,3757,330,1.245
Evanilson,998490,Bournemouth,60,ST,Striker,2759,50.18,70,109,39,16,31,1,1.49,6,10.59,33000000.0,234,7.63,32,1.04,7.6,1.04,3742,374,0.063,0.086,3742,374,3742,374,1.365
Jhon Arias,844096,Wolverhampton,3,RW,Winger,1121,42.82,16,42,26,12,11,0,0.62,1,3.25,16100000.0,96,7.71,11,0.88,9.0,1.03,3167,274,0.03,0.04,3167,274,3167,274,1.333
Joshua King,1546231,Fulham,43,AM,Midfielder,1310,51.71,26,70,19,21,15,2,0.65,1,2.47,26000000.0,136,9.34,17,1.17,9.03,1.13,3626,385,0.038,0.044,3626,385,3626,385,1.158
Viktor Gyökeres,804508,Arsenal,42,ST,Striker,2254,56.13,55,120,25,30,20,1,1.94,14,12.4,61000000.0,230,9.18,21,0.84,8.18,0.75,3614,458,0.064,0.046,3614,458,3614,458,0.719
Daniel James,828639,Leeds United,34,RW,Winger,566,45.74,14,47,4,9,9,0,0.73,0,0.91,10600000.0,74,11.77,9,1.43,12.87,1.56,3578,352,0.021,0.026,3578,352,3578,352,1.238
Kyle Walker,44614,Burnley,6,DR,Fullback,3097,42.29,4,326,14,14,13,2,1.34,0,0.16,1400000.0,358,10.4,15,0.44,12.3,0.52,3487,301,0.103,0.05,3487,301,3487,301,0.485
Aaron Hickey,966869,Brentford,50,DR,Fullback,716,47.61,6,47,5,0,0,0,0.14,0,0.46,16500000.0,58,7.29,0,0.0,7.66,0.0,3707,331,0.016,0.0,3707,331,3707,331,0.0
Lucas Bergvall,1391251,Tottenham Hotspur,33,MC,Midfielder,979,50.37,12,56,7,9,5,3,0.43,1,1.4,36000000.0,84,7.72,8,0.74,7.66,0.73,3597,350,0.023,0.023,3597,350,3597,350,1.0
Wilson Odobert,1142679,Tottenham Hotspur,33,RW,Winger,990,50.37,22,49,21,17,20,2,1.22,0,1.9,18500000.0,109,9.91,22,2.0,9.84,1.99,3597,350,0.03,0.063,3597,350,3597,350,2.1
Aaron Wan-Bissaka,863653,West Ham United,37,DR,Fullback,2084,42.53,0,172,15,17,18,2,1.0,0,0.0,14100000.0,204,8.81,20,0.86,10.36,1.01,3447,311,0.059,0.064,3447,311,3447,311,1.085
Adam Armstrong,361352,Wolverhampton,3,ST,Striker,1146,42.82,18,48,9,8,6,2,0.86,2,2.74,6500000.0,83,6.52,8,0.63,7.61,0.74,3167,274,0.026,0.029,3167,274,3167,274,1.115
Miloš Kerkez,1097425,Liverpool FC,44,DL,Fullback,2301,59.21,9,157,7,10,26,1,0.7,2,1.59,36000000.0,183,7.16,27,1.06,6.05,0.9,3807,507,0.048,0.053,3807,507,3807,507,1.104
Tammy Abraham,610766,Aston Villa,40,ST,Striker,294,53.55,9,19,1,0,4,0,0.36,2,2.04,16500000.0,29,8.88,4,1.22,8.29,1.14,3295,405,0.009,0.01,3295,405,3295,405,1.111
Nicolò Savona,1010220,Nottingham Forest,14,DR,Fullback,1026,46.76,5,85,2,3,7,0,0.44,2,1.34,14600000.0,95,8.33,7,0.61,8.91,0.65,3445,378,0.028,0.019,3445,378,3445,378,0.679
Issa Diop,825719,Fulham,43,DC,Centerback,827,51.71,2,61,0,0,0,0,0.05,1,0.8,8199999.0,63,6.86,0,0.0,6.63,0.0,3626,385,0.017,0.0,3626,385,3626,385,0.0
David Møller Wolfe,1031283,Wolverhampton,3,DL,Fullback,1061,42.82,3,67,2,3,8,2,1.08,0,0.12,11000000.0,75,6.36,10,0.85,7.43,0.99,3167,274,0.024,0.036,3167,274,3167,274,1.5
Odsonne Édouard,795228,Crystal Palace,7,ST,Striker,8,45.92,0,0,0,0,0,0,0.0,0,0.0,11300000.0,0,0.0,0,0.0,0.0,0.0,3757,330,0.0,0.0,3757,330,3757,330,0.0
Tyler Fredricson,1142182,Manchester United,35,DC,Centerback,10,51.79,0,1,0,0,0,0,0.0,0,0.0,2800000.0,1,9.0,0,0.0,8.69,0.0,3756,501,0.0,0.0,3756,501,3756,501,0.0
Jota Silva,1011895,Nottingham Forest,14,RW,Winger,11,46.76,0,0,0,0,0,0,0.0,0,0.0,10700000.0,0,0.0,0,0.0,0.0,0.0,3445,378,0.0,0.0,3445,378,3445,378,0.0
Jamaldeen Jimoh,1410178,Aston Villa,40,LW,Winger,8,53.55,0,1,0,0,0,0,0.0,0,0.0,545000.0,1,11.25,0,0.0,10.5,0.0,3295,405,0.0,0.0,3295,405,3295,405,0.0
Callum Olusesi,1403190,Tottenham Hotspur,33,MC,Midfielder,14,50.37,0,0,0,0,0,0,0.01,0,0.0,4800000.0,0,0.0,0,0.0,0.0,0.0,3597,350,0.0,0.0,3597,350,3597,350,0.0
Tyler Fletcher,1402850,Manchester United,35,MC,Midfielder,17,51.79,0,1,0,0,0,0,0.01,0,0.0,1600000.0,1,5.29,0,0.0,5.11,0.0,3756,501,0.0,0.0,3756,501,3756,501,0.0
Tawanda Chirewa,1005725,Wolverhampton,3,RW,Winger,31,42.82,0,0,0,0,0,0,0.0,0,0.0,440000.0,0,0.0,0,0.0,0.0,0.0,3167,274,0.0,0.0,3167,274,3167,274,0.0
Tyrell Malacia,825839,Manchester United,35,DL,Fullback,32,51.79,0,2,1,0,0,0,0.0,0,0.0,4200000.0,3,8.44,0,0.0,8.15,0.0,3756,501,0.001,0.0,3756,501,3756,501,0.0
Dan Neil,964106,Sunderland,41,MC,Midfielder,13,44.84,0,1,0,0,0,0,0.0,0,0.0,4800000.0,1,6.92,0,0.0,7.72,0.0,3339,292,0.0,0.0,3339,292,3339,292,0.0
Andy Irving,845464,West Ham United,37,MC,Midfielder,163,42.53,0,10,2,0,3,0,0.18,0,0.0,4800000.0,12,6.63,3,1.66,7.79,1.95,3447,311,0.003,0.01,3447,311,3447,311,3.333
